,t,x,y
104,1.04,-2.2735861688963697,0.07069093639175604
105,1.05,-2.0407232431324354,0.06998754982223107
106,1.06,-1.9247653342996824,0.06929116206601148
107,1.07,-1.7229786836954846,0.06860170348374132
108,1.08,-1.6389923813891476,0.06791910512898783
109,1.09,-1.4087647224774285,0.06724329874134667
110,1.1,-1.2427230952630144,0.06657421673961592
111,1.11,-1.085840130818918,0.06591179221503782
112,1.12,-0.9376043148425002,0.06525595892460789
113,1.1300000000000001,-0.740263627195968,0.06460665128445058
114,1.1400000000000001,-0.5600843048688099,0.06396380436326077
115,1.1500000000000001,-0.39597357937931565,0.06332735387581064
116,1.16,-0.31198726934847776,0.06269723617652107
117,1.17,-0.21891031264463162,0.06207338825309701
118,1.18,-0.004179690767743039,0.06145574772022625
119,1.19,0.2869400455569654,0.06084425281334082
120,1.2,0.2834152432114958,0.06023884238244043
121,1.21,0.4876188146435807,0.05963945588597748
122,1.22,0.7265611071901341,0.05904603338480285
123,1.23,0.8223256688902244,0.05845851553617189
124,1.24,0.9025684853975235,0.057876843587810124
125,1.25,1.064988089563828,0.057300959372038024
126,1.26,1.2179504708589155,0.056730805299954085
127,1.27,1.331439280740685,0.05616632435567596
128,1.28,1.5607046340947228,0.05560746009063883
129,1.29,1.7719212626714114,0.05505415661795047
130,1.3,1.7291640087676285,0.05450635860680252
131,1.31,2.022083387735101,0.05396401127693737
132,1.32,2.093673753578845,0.05342706039317007
133,1.33,2.1773354535598743,0.052895452259964795
134,1.34,2.264203559140626,0.0523691337160652
135,1.35,2.339754182437123,0.051848052129178306
136,1.36,2.6123141960514396,0.051332155390711176
137,1.37,2.5790847145230797,0.05082139191056006
138,1.3800000000000001,2.639781204538256,0.050315710611951295
139,1.3900000000000001,2.7818030194411025,0.049815060926333636
140,1.4000000000000001,2.935209711837884,0.04931939278832129
141,1.41,2.923999218399979,0.048828656630687424
142,1.42,3.079367297992614,0.048342803379407294
143,1.43,3.1262977152555025,0.047861784448750916
144,1.44,3.137273379649589,0.04738555173642436
145,1.45,3.3081682812928204,0.04691405761875953
146,1.46,3.387020658882713,0.04644725494595177
147,1.47,3.4644406970875448,0.04598509703734477
148,1.48,3.3890833528865834,0.04552753767676255
149,1.49,3.3999093080078704,0.04507453110788775
150,1.5,3.43708961773707,0.044626032029685965
151,1.51,3.4285990439593754,0.04418199559187564
152,1.52,3.6377773195759113,0.043742377390442955
153,1.53,3.570610292986249,0.04330713346320142
154,1.54,3.6403217932832574,0.04287622028539559
155,1.55,3.5295693882921877,0.04244959476534861
156,1.56,3.5974931526450913,0.042027214240152946
157,1.57,3.5764510157655542,0.0416090364714041
158,1.58,3.5205902305076227,0.04119501964097669
159,1.59,3.422671306223549,0.04078512234684269
160,1.6,3.57709088061642,0.04037930359893108
161,1.61,3.369493288304735,0.0399775228150289
162,1.62,3.523577402400052,0.039579739816722935
163,1.6300000000000001,3.3858945023908267,0.03918591482538187
164,1.6400000000000001,3.3645738380443087,0.03879600845817838
165,1.6500000000000001,3.3267406073185404,0.03840998172415082
166,1.6600000000000001,3.1386749283373794,0.0380277960203041
167,1.67,3.23024353270232,0.03764941312774936
168,1.68,3.159164077917406,0.037274795207881996
169,1.69,2.9508918143230254,0.036903904798597856
170,1.7,2.9735563438128283,0.03653670481054693
171,1.71,2.848766397802506,0.03617315852342442
172,1.72,2.855653018737198,0.03581322958229865
173,1.73,2.7667068847430345,0.035456881993975564
174,1.74,2.6057207045799613,0.03510408012339938
175,1.75,2.51953400406362,0.03475478869008903
176,1.76,2.468329172920478,0.03440897276461011
177,1.77,2.4168659981672858,0.034066597765081884
178,1.78,2.177917259445432,0.0337276294537191
179,1.79,2.1077599037775046,0.03339203393340814
180,1.8,1.9480844286684884,0.033059777644317306
181,1.81,1.8053099959548464,0.03273082736054081
182,1.82,1.7583183647572187,0.03240515018677615
183,1.83,1.6299788305131648,0.03208271355503455
184,1.84,1.4941828105626005,0.031763485221384134
185,1.85,1.397973967278931,0.031447433262725526
186,1.86,1.2159369089052587,0.031134526073599463
187,1.87,1.173280265604093,0.030824732363026283
188,1.8800000000000001,1.0833252263029793,0.030518021151376775
189,1.8900000000000001,0.9986741247997305,0.03021436176727417
190,1.9000000000000001,0.7747111792687589,0.029913723844527007
191,1.9100000000000001,0.6194994396676498,0.02961607731909249
192,1.92,0.4785139012135346,0.02932139242607003
193,1.93,0.48097297452168003,0.029029639696724747
194,1.94,0.31017880173501416,0.028740789955540587
195,1.95,0.2422798117659485,0.02845481431730272
196,1.96,0.00024375168031540856,0.028171684184209
197,1.97,-0.16177854904169459,0.02789137124301019
198,1.98,-0.28548207683866994,0.027613847462178567
199,1.99,-0.41870432318043477,0.02733908508910477
200,2.0,-0.42315283903055,0.027067056647322542
201,2.0100000000000002,-0.5290273456424301,0.02679773493376099
202,2.02,-0.5924710131427042,0.026531093016024344
203,2.0300000000000002,-0.8081085231737234,0.026267104229698607
204,2.04,-0.8221508388032732,0.026005742175685184
205,2.05,-1.033604278942847,0.025746980717560847
206,2.06,-1.060179388151569,0.02549079397896415
207,2.07,-1.2599662616058764,0.025237156341007757
208,2.08,-1.4022956703325482,0.024986042439716485
209,2.09,-1.399917978330792,0.024737427163490967
210,2.1,-1.5914096096410748,0.024491285650596384
211,2.11,-1.5832922823123918,0.024247593286676337
212,2.12,-1.7158753391227441,0.024006325702291345
213,2.13,-1.8820965122671602,0.023767458770481933
214,2.14,-1.9030650849744462,0.02353096860435584
215,2.15,-1.9182133760902103,0.023296831554699395
216,2.16,-1.9779998408824153,0.023065024207612504
217,2.17,-2.2163612928573713,0.0228355233821673
218,2.18,-2.2770999758497332,0.02260830612808997
219,2.19,-2.352272617984001,0.022383349723465777
220,2.2,-2.3521450069765786,0.022160631672466777
221,2.21,-2.4331897989320503,0.021940129703102284
222,2.22,-2.5032384915378376,0.021721821764991593
223,2.23,-2.397728729209534,0.021505686027158993
224,2.24,-2.5433952319472666,0.021291700875850562
225,2.25,-2.5224244510771587,0.02107984491237287
226,2.2600000000000002,-2.6677703635888745,0.020870096950953
227,2.27,-2.579893363733938,0.02066243601662004
228,2.2800000000000002,-2.6017126113753335,0.02045684134310749
229,2.29,-2.7473671327820215,0.02025329237077668
230,2.3000000000000003,-2.6625537491074143,0.020051768744560744
231,2.31,-2.6571573622103064,0.019852250311929134
232,2.32,-2.8084040962290975,0.01965471712087231
233,2.33,-2.6749263135000305,0.01945914941790655
234,2.34,-2.71411823461365,0.01926552764609861
235,2.35,-2.7728300281304086,0.019073832443109923
236,2.36,-2.737921029444128,0.01888404463926047
237,2.37,-2.7874665536275938,0.018696145255611692
238,2.38,-2.7655853974011677,0.018510115502068658
239,2.39,-2.6989964474983346,0.018325936775500967
240,2.4,-2.743457109183185,0.018143590657882503
241,2.41,-2.6899416200662336,0.017963058914449527
242,2.42,-2.6413694051558174,0.01778432349187727
243,2.43,-2.4964625807408107,0.017607366516474512
244,2.44,-2.426609697513987,0.01743217029239626
245,2.45,-2.498218873510147,0.0172587172998741
246,2.46,-2.4239235622224657,0.017086990193464248
247,2.47,-2.3483798562471994,0.01691697180031294
248,2.48,-2.2448605515898166,0.016748645118439192
249,2.49,-2.1872508413249783,0.016581993315034533
250,2.5,-2.1587559265743743,0.016416999724779762
251,2.5100000000000002,-2.2175296489851113,0.016253647848178336
252,2.52,-2.0260814223670116,0.016091921349906488
253,2.5300000000000002,-2.0539949208525283,0.015931804057179602
254,2.54,-1.8213805647303483,0.01577327995813499
255,2.5500000000000003,-1.9154877013334157,0.015616333200230627
256,2.56,-1.6584003707636124,0.01546094808865995
257,2.57,-1.7021084124211632,0.015307109084782304
258,2.58,-1.5142060519418286,0.015154800804569097
259,2.59,-1.4974424841208749,0.015004008017065397
260,2.6,-1.3942815859720845,0.014854715642866776
261,2.61,-1.3916310100289684,0.01470690875261142
262,2.62,-1.251863869579068,0.014560572565487118
263,2.63,-1.2403528143130298,0.01441569244775322
264,2.64,-0.9869127694742852,0.014272253911277212
265,2.65,-1.0481373462423393,0.01413024261208592
266,2.66,-0.8437944541780081,0.013989644348931072
267,2.67,-0.7234348273345091,0.0138504450618692
268,2.68,-0.7546899328547121,0.013712630830855582
269,2.69,-0.6408928760922888,0.013576187874352288
270,2.7,-0.39456486962633697,0.013441102547949953
271,2.71,-0.34047684585093135,0.013307361343003372
272,2.72,-0.26026445825391664,0.01317495088528059
273,2.73,-0.21651449704862452,0.013043857933625506
274,2.74,-0.02435192766751837,0.012914069378633694
275,2.75,-0.06817805972587539,0.012785572241341515
276,2.7600000000000002,0.1910475021109712,0.012658353671928142
277,2.77,0.11501253012010718,0.012532400948430632
278,2.7800000000000002,0.20013878990880685,0.012407701475471659
279,2.79,0.4676396035286007,0.012284242783000027
280,2.8000000000000003,0.4303928267325392,0.012162012525043592
281,2.81,0.47612159831104606,0.012040998478474708
282,2.82,0.6738356077607638,0.011921188541787874
283,2.83,0.6821193338448608,0.011802570733889569
284,2.84,0.7792369003290464,0.011685133192900167
285,2.85,0.9746479709061157,0.011568864174967691
286,2.86,0.9563710411758803,0.011453752053093472
287,2.87,1.0150368044245746,0.01133978531596938
288,2.88,1.0654196755162857,0.011226952566826745
289,2.89,1.1770650233283821,0.011115242522296613
290,2.9,1.340676290150033,0.011004644011281447
291,2.91,1.3026683564946717,0.010895145973837972
292,2.92,1.3700013976819507,0.010786737460071204
293,2.93,1.5036125754784435,0.010679407629039418
294,2.94,1.5275928804225165,0.010573145747670074
295,2.95,1.5322804015571356,0.010467941189686476
296,2.96,1.7490990011475842,0.010363783434545167
297,2.97,1.8066534946492188,0.010260662066383822
298,2.98,1.7769695668893633,0.010158566772979702
299,2.99,1.764178302028529,0.010057487344718374
300,3.0,1.9292889379160403,0.00995741367357279
301,3.0100000000000002,1.987856717388908,0.009858335752092431
302,3.02,1.851243077652718,0.009760243672402594
303,3.0300000000000002,1.9753463978069024,0.009663127625213555
304,3.04,2.0888247877376154,0.009566977898839674
305,3.0500000000000003,1.976957257331128,0.009471784878228182
306,3.06,2.1364294373182213,0.009377539043997699
307,3.0700000000000003,2.013145409703775,0.00928423097148625
308,3.08,2.127862789429532,0.00919185132980884
309,3.09,2.189109304909658,0.009100390880924314
310,3.1,2.0087604004971014,0.00900984047871156
311,3.11,2.1217007580102845,0.008920191068054908
312,3.12,2.1112631315668193,0.008831433683938572
313,3.13,2.022773574499444,0.008743559450550189
314,3.14,2.1595394861053334,0.008656559580393179
315,3.15,2.1914722163320337,0.008570425373408038
316,3.16,2.0647270992503386,0.008485148216102278
317,3.17,2.11417133155844,0.00840071958068911
318,3.18,2.109045991783023,0.008317131024234632
319,3.19,1.9342425146658437,0.008234374187813549
320,3.2,1.9133916840959462,0.008152440795673243
321,3.21,1.9990369342290852,0.00807132265440623
322,3.22,1.9166294628212242,0.00799101165213078
323,3.23,1.9366985680813975,0.007911499757679746
324,3.24,1.8826844657441775,0.007832779019797413
325,3.25,1.792375816313181,0.007754841566344402
326,3.2600000000000002,1.827223559541523,0.0076776796035104115
327,3.27,1.68956572684782,0.007601285415034863
328,3.2800000000000002,1.7550261354396213,0.007525651361435241
329,3.29,1.7394500154937875,0.007450769879243162
330,3.3000000000000003,1.682951213084266,0.007376633480247999
331,3.31,1.5119999527700632,0.0073032347507480805
332,3.3200000000000003,1.5211542873430262,0.007230566350809283
333,3.33,1.5110119868268606,0.0071586210135310595
334,3.34,1.4187037561223703,0.007087391544319728
335,3.35,1.3079583734862774,0.007016870820169005
336,3.36,1.246572542669798,0.006947051788947713
337,3.37,1.0961530186675985,0.006877927468694542
338,3.38,1.0684945591747945,0.006809490946919869
339,3.39,0.9838164583569643,0.00674173537991448
340,3.4,1.05665378413803,0.0066746539920652164
341,3.41,0.8786705295038721,0.0066082400751773865
342,3.42,0.9017844987698768,0.006542486987803964
343,3.43,0.8167633058736744,0.006477388154581408
344,3.44,0.7213917496050843,0.006412937065572154
345,3.45,0.6268461215191024,0.006349127275613588
346,3.46,0.6482139863253187,0.0062859524036735425
347,3.47,0.4024130309285321,0.0062234061322121725
348,3.48,0.48221051127779224,0.0061614822065502155
349,3.49,0.29507949108480763,0.006100174434243497
350,3.5,0.20488132354315036,0.0060394766844637
351,3.5100000000000002,0.22872663793312592,0.005979382887385262
352,3.52,0.01199932641025149,0.0059198870335784
353,3.5300000000000002,0.00953083803440984,0.005860983173408149
354,3.54,0.005001308924718978,0.005802665416439411
355,3.5500000000000003,-0.04407398958942199,0.005744927930847885
356,3.56,-0.2836848258732092,0.005687764942836901
357,3.5700000000000003,-0.20333113642714779,0.00563117073606002
358,3.58,-0.39670808232747323,0.005575139651049403
359,3.59,-0.3775177890387059,0.005519666084649858
360,3.6,-0.5045579314091456,0.0054647444894585125
361,3.61,-0.48644079318155226,0.005410369373270083
362,3.62,-0.6099544925483357,0.005356535298527636
363,3.63,-0.5811088442291835,0.005303236881778837
364,3.64,-0.6998070850203624,0.005250468793137592
365,3.65,-0.8590695079222054,0.00519822575575107
366,3.66,-0.8662911606950646,0.005146502545271988
367,3.67,-0.9984578193966362,0.005095293989336204
368,3.68,-0.8747917609210135,0.005044594967045443
369,3.69,-1.0649886291734574,0.004994400408455231
370,3.7,-1.0697072134207548,0.004944705294067878
371,3.71,-1.098570564504157,0.004895504654330534
372,3.72,-1.245912658151342,0.004846793569138223
373,3.73,-1.1634393049902791,0.004798567167341835
374,3.74,-1.3211059093921174,0.004750820626261
375,3.75,-1.2573870572714267,0.004703549171201821
376,3.7600000000000002,-1.4285931468756081,0.0046567480749794
377,3.77,-1.4518725038856846,0.004610412657445114
378,3.7800000000000002,-1.3314881082909062,0.004564538285018595
379,3.79,-1.4640094222999749,0.004519120370224373
380,3.8000000000000003,-1.5214789377714582,0.004474154371233118
381,3.81,-1.596016648634099,0.004429635791407463
382,3.8200000000000003,-1.5001852206185402,0.004385560178852322
383,3.83,-1.5878589119776028,0.004341923125969714
384,3.84,-1.6069430184600393,0.004298720269017985
385,3.85,-1.6628356732027443,0.004255947287675434
386,3.86,-1.5387701221523784,0.004213599904608287
387,3.87,-1.5433583517395169,0.004171673885042943
388,3.88,-1.6500750789627772,0.004130165036342513
389,3.89,-1.562259866513288,0.00408906920758753
390,3.9,-1.6114176645258194,0.004048382289160878
391,3.91,-1.5346613729574614,0.004008100212336803
392,3.92,-1.5538554627309427,0.003968218948874057
393,3.93,-1.6515104558644669,0.0039287345106130585
394,3.94,-1.5921711387771338,0.0038896429490770782
395,3.95,-1.6688569013845085,0.0038509403550773843
396,3.96,-1.6192343714182815,0.0038126228583223276
397,3.97,-1.5605709712735667,0.0037746866270302972
398,3.98,-1.584045732569461,0.003737127867546555
399,3.99,-1.5533526025337105,0.0036999428239638484
400,4.0,-1.4485321848923696,0.003663127777746836
401,4.01,-1.3959151756062345,0.0036266790473602154
402,4.0200000000000005,-1.5011654771017953,0.00359059298790057
403,4.03,-1.388628008930505,0.0035548659907318884
404,4.04,-1.370572678513246,0.003519494483124679
405,4.05,-1.3072203513940859,0.003484474927898703
406,4.0600000000000005,-1.3242306360312175,0.003449803823069253
407,4.07,-1.3706491647509085,0.0034154777014969587
408,4.08,-1.311567184031774,0.003381493130541056
409,4.09,-1.2485268923517916,0.003347846711716127
410,4.1,-1.1673137061238474,0.0033145350803522513
411,4.11,-1.1873751526236755,0.003281554905258529
412,4.12,-1.0543555367214128,0.003248902888389974
413,4.13,-0.9791326941913758,0.0032165757645176867
414,4.14,-1.0240569327306641,0.00318457030090234
415,4.15,-0.8570386721919041,0.0031528832969708975
416,4.16,-0.8556198602159831,0.0031215115839965664
417,4.17,-0.748375198764237,0.003090452024781903
418,4.18,-0.8585766763088855,0.003059701513345104
419,4.19,-0.748218565371385,0.003029256974609396
420,4.2,-0.6032130552110313,0.0029991153640955407
421,4.21,-0.5747173133908053,0.0029692736676173665
422,4.22,-0.5586489028673731,0.002939728900980357
423,4.23,-0.43055504964878144,0.002910478109683225
424,4.24,-0.49841303583733193,0.0028815183686224702
425,4.25,-0.3010945205618313,0.0028528467817998514
426,4.26,-0.3793568255380135,0.0028244604820327926
427,4.2700000000000005,-0.19670961275911042,0.0027963566306676594
428,4.28,-0.1325418495487734,0.0027685324172959003
429,4.29,-0.1987861961741325,0.002740985059472989
430,4.3,-0.060394407868406066,0.002713711802440187
431,4.3100000000000005,0.03646194872150704,0.0026867099188490604
432,4.32,-0.06941204672708824,0.0026599767084887534
433,4.33,0.0049880371418141375,0.0026335094980159506
434,4.34,0.08147940992783657,0.002607305640687547
435,4.3500000000000005,0.19235704570257406,0.0025813625160959726
436,4.36,0.3115717640928767,0.002555677529907152
437,4.37,0.17967231456118782,0.0025302481136010614
438,4.38,0.24920904392053667,0.002505071724214877
439,4.39,0.30322365624956704,0.0024801458440886813
440,4.4,0.3777738487283677,0.0024554679806136873
441,4.41,0.4757059807279334,0.0024310356659829873
442,4.42,0.5331613408716679,0.0024068464569447553
443,4.43,0.5671005896473993,0.0023828979345579294
444,4.44,0.6066064127005925,0.0023591877039503125
445,4.45,0.7381353420492927,0.0023357133940790885
446,4.46,0.7441344610138295,0.0023124726574937074
447,4.47,0.7688948902156566,0.002289463170101142
448,4.48,0.7461951396578845,0.0022666826309334777
449,4.49,0.933098088240145,0.0022441287619178168
450,4.5,0.8235184404470547,0.0022217993076484614
451,4.51,0.901479054541736,0.0021996920351613765
452,4.5200000000000005,0.9813950827560388,0.0021778047337108883
453,4.53,1.046831205570855,0.0021561352145486167
454,4.54,0.9481315239243551,0.002134681310704585
455,4.55,1.109085599155102,0.002113440876770531
456,4.5600000000000005,0.9827347028872647,0.002092411788685359
457,4.57,1.0775982336852166,0.0020715919435227393
458,4.58,1.0311849686414527,0.0020509792592808044
459,4.59,1.048795473831424,0.0020305716746739527
460,4.6000000000000005,1.2225399827821224,0.002010367148926715
461,4.61,1.1660244411006704,0.0019903636615696842
462,4.62,1.229088424347754,0.0019705592122374513
463,4.63,1.1628190409877646,0.0019509518204685807
464,4.64,1.2358870551127095,0.0019315395255075554
465,4.65,1.1987406807193413,0.001912320386108701
466,4.66,1.1694804696342331,0.0018932924803420647
467,4.67,1.2404913210506034,0.0018744539054012116
468,4.68,1.2917044499601031,0.0018558027774129488
469,4.69,1.3240302139655469,0.0018373372312489328
470,4.7,1.1910331405502317,0.0018190554203391632
471,4.71,1.2840167948225627,0.001800955516487312
472,4.72,1.3211865492487964,0.0017830357096879107
473,4.73,1.2121179981906838,0.0017652942079453447
474,4.74,1.203848515615555,0.001747729237094658
475,4.75,1.196943212743219,0.001730339040624127
476,4.76,1.1448088355651196,0.0017131218794996122
477,4.7700000000000005,1.1057415972765587,0.001696076031990652
478,4.78,1.0848729252500116,0.0016791997934982941
479,4.79,1.2456610624032276,0.001662491476384624
480,4.8,1.1011645713829754,0.0016459494098040061
481,4.8100000000000005,1.2132718077931044,0.0016295719395359965
482,4.82,1.0375551614509926,0.0016133574278199229
483,4.83,1.085166925252445,0.0015973042531911006
484,4.84,1.0799391768120905,0.0015814108103186883
485,4.8500000000000005,1.022093206158265,0.0015656755098451534
486,4.86,1.0862896790686785,0.0015500967782273384
487,4.87,0.8616868602290061,0.001534673057579098
488,4.88,0.9355217000251317,0.0015194028055155134
489,4.89,0.9046909144977113,0.001504284494998654
490,4.9,0.7973637656795322,0.0014893166141848678
491,4.91,0.721833832741618,0.0014744976662736024
492,4.92,0.7119738172020341,0.0014598261693577167
493,4.93,0.6838470862505811,0.0014453006562752926
494,4.94,0.7349076061419171,0.001430919674462916
495,4.95,0.6525696893049557,0.0014166817858104238
496,4.96,0.5497937759330584,0.001402585566517085
497,4.97,0.6102806679773548,0.001388629606949223
498,4.98,0.5794141747064827,0.0013748125114992496
499,4.99,0.49461145671274376,0.0013611328984461087
